concept_term	aliases_seen	one_line_definition	doc_slug
velocity dispersion	phase velocity dispersion; frequency-dependent velocity	Variation of ultrasonic phase velocity with frequency, caused by scattering, absorption, or structural effects	odonnell-jaynes-miller-1978
velocity dispersion	phase velocity dispersion; frequency-dependent velocity	Variation of ultrasonic phase velocity with frequency, caused by scattering, absorption, or structural effects	hueter-rod-dispersion-1950
velocity dispersion	phase velocity dispersion; frequency-dependent velocity	Variation of ultrasonic phase velocity with frequency, caused by scattering, absorption, or structural effects	wear-bone-sound-speed-2000
attenuation measurement technique	pulse-echo attenuation; spectral ratio method	Experimental method for determining frequency-dependent attenuation coefficient from ultrasonic pulse amplitude or spectral ratios	roderick-truell-pulse-technique-1952
attenuation measurement technique	pulse-echo attenuation; spectral ratio method	Experimental method for determining frequency-dependent attenuation coefficient from ultrasonic pulse amplitude or spectral ratios	papadakis-fowler-lynnworth-1973
attenuation measurement technique	pulse-echo attenuation; spectral ratio method	Experimental method for determining frequency-dependent attenuation coefficient from ultrasonic pulse amplitude or spectral ratios	zhao-stft-attenuation-2005
attenuation measurement technique	pulse-echo attenuation; spectral ratio method	Experimental method for determining frequency-dependent attenuation coefficient from ultrasonic pulse amplitude or spectral ratios	peters-petit-broadband-2003
diffraction correction	beam spreading correction; near-field correction	Correction applied to measured echo amplitudes to remove the effect of beam spreading (diffraction) from true material attenuation	papadakis-fowler-lynnworth-1973
diffraction correction	beam spreading correction; near-field correction	Correction applied to measured echo amplitudes to remove the effect of beam spreading (diffraction) from true material attenuation	roderick-truell-pulse-technique-1952
mode conversion	L→T scattering; longitudinal-to-shear conversion	Conversion of longitudinal wave energy into shear wave energy during scattering from grain boundaries	papadakis-scattering-metals-1965
mode conversion	L→T scattering; longitudinal-to-shear conversion	Conversion of longitudinal wave energy into shear wave energy during scattering from grain boundaries	fu-sheu-two-phase-spherical-1985
orientation distribution function (ODF)	texture function; Roe coefficients	Mathematical function describing the statistical distribution of crystallographic orientations in a polycrystal	turner-textured-polycrystals-1999
orientation distribution function (ODF)	texture function; Roe coefficients	Mathematical function describing the statistical distribution of crystallographic orientations in a polycrystal	yang-orthorhombic-cluster-2013
orientation distribution function (ODF)	texture function; Roe coefficients	Mathematical function describing the statistical distribution of crystallographic orientations in a polycrystal	yang-rokhlin-backscattering-cubic-2013
crystallographic texture	texture in metals; rolling texture	Preferred orientation of crystal lattices in a polycrystalline material, arising from deformation or recrystallisation	turner-textured-polycrystals-1999
crystallographic texture	texture in metals; rolling texture	Preferred orientation of crystal lattices in a polycrystalline material, arising from deformation or recrystallisation	yang-rokhlin-backscattering-cubic-2013
crystallographic texture	texture in metals; rolling texture	Preferred orientation of crystal lattices in a polycrystalline material, arising from deformation or recrystallisation	lindh-ulmgren-lus-metallurgical-2002
Hashin-Shtrikman bounds	variational bounds; HS bounds	Tightest known bounds on effective elastic properties of a statistically isotropic composite, from a variational principle	talbot-willis-waves-composites-i-1982
Hashin-Shtrikman bounds	variational bounds; HS bounds	Tightest known bounds on effective elastic properties of a statistically isotropic composite, from a variational principle	talbot-willis-waves-composites-ii-1982
Hashin-Shtrikman bounds	variational bounds; HS bounds	Tightest known bounds on effective elastic properties of a statistically isotropic composite, from a variational principle	talbot-willis-variational-fibre-1983
effective medium theory	homogenization; effective properties	Theory for computing the macroscopic wave properties of a heterogeneous medium by replacing it with an equivalent homogeneous medium	stanke-kino-unified-theory-1984
effective medium theory	homogenization; effective properties	Theory for computing the macroscopic wave properties of a heterogeneous medium by replacing it with an equivalent homogeneous medium	muller-gurevich-fluid-flow-2005
effective medium theory	homogenization; effective properties	Theory for computing the macroscopic wave properties of a heterogeneous medium by replacing it with an equivalent homogeneous medium	talbot-willis-waves-composites-i-1982
acoustic nonlinearity parameter β	nonlinearity parameter; second harmonic ratio	Dimensionless measure of material nonlinearity defined as ratio of second harmonic amplitude to squared fundamental amplitude	torello-air-coupled-nonlinearity-2017
acoustic nonlinearity parameter β	nonlinearity parameter; second harmonic ratio	Dimensionless measure of material nonlinearity defined as ratio of second harmonic amplitude to squared fundamental amplitude	fierro-nonlinear-us-phd-2014
acoustic nonlinearity parameter β	nonlinearity parameter; second harmonic ratio	Dimensionless measure of material nonlinearity defined as ratio of second harmonic amplitude to squared fundamental amplitude	erofeev-nonlinear-waves-dislocations-2017
acoustic nonlinearity parameter β	nonlinearity parameter; second harmonic ratio	Dimensionless measure of material nonlinearity defined as ratio of second harmonic amplitude to squared fundamental amplitude	acoustic-attenuation-in-solids-proceedings
second harmonic generation	SHG; nonlinear wave generation	Generation of a wave at twice the fundamental frequency due to nonlinear elasticity or contact nonlinearity	torello-air-coupled-nonlinearity-2017
second harmonic generation	SHG; nonlinear wave generation	Generation of a wave at twice the fundamental frequency due to nonlinear elasticity or contact nonlinearity	fierro-nonlinear-us-phd-2014
dislocation attenuation	dislocation damping; internal friction	Attenuation of ultrasound caused by vibration and breakaway of pinned dislocation line segments	merkulov-dislocations-nacl-1962
dislocation attenuation	dislocation damping; internal friction	Attenuation of ultrasound caused by vibration and breakaway of pinned dislocation line segments	bratina-mills-dislocation-1960
dislocation attenuation	dislocation damping; internal friction	Attenuation of ultrasound caused by vibration and breakaway of pinned dislocation line segments	erofeev-nonlinear-waves-dislocations-2017
Granato-Lücke model	string model; dislocation string	Model treating dislocations as vibrating strings pinned between nodes to compute amplitude-dependent attenuation	merkulov-dislocations-nacl-1962
Granato-Lücke model	string model; dislocation string	Model treating dislocations as vibrating strings pinned between nodes to compute amplitude-dependent attenuation	erofeev-nonlinear-waves-dislocations-2017
magnetoelastic attenuation	magnon-phonon coupling; domain wall attenuation	Attenuation of ultrasound in ferromagnetic materials due to coupling between elastic waves and magnetic domain wall motion	zielinski-magnetoelastic-nickel-1987
magnetoelastic attenuation	magnon-phonon coupling; domain wall attenuation	Attenuation of ultrasound in ferromagnetic materials due to coupling between elastic waves and magnetic domain wall motion	bratina-mills-dislocation-1960
phase transformation detection	austenite-ferrite; γ→α transformation	Use of ultrasonic velocity ratio (Poisson's ratio) to detect solid-state phase transformations in metals	lindh-ulmgren-lus-metallurgical-2002
microtexture regions (MTRs)	orientation clusters; banded microstructure	Regions in wrought titanium alloys where grains share a common crystallographic orientation, acting as large acoustic scatterers	yang-orthorhombic-cluster-2013
split-spectrum processing	SSP; coherent noise reduction	Signal processing technique dividing broadband ultrasonic signal into frequency subbands to reduce coherent grain noise	newhouse-split-spectrum-1982
short-time Fourier transform (STFT)	time-frequency analysis; spectrogram	Time-frequency signal analysis technique for extracting spatially varying attenuation from windowed pulse spectra	zhao-stft-attenuation-2005
speed of sound in bone	SOS; BUA	Ultrasonic wave velocity in bone tissue, used as clinical proxy for bone mineral density and osteoporosis fracture risk assessment	tavakoli-evans-bone-1992
speed of sound in bone	SOS; BUA	Ultrasonic wave velocity in bone tissue, used as clinical proxy for bone mineral density and osteoporosis fracture risk assessment	wear-bone-sound-speed-2000
speed of sound in bone	SOS; BUA	Ultrasonic wave velocity in bone tissue, used as clinical proxy for bone mineral density and osteoporosis fracture risk assessment	haiat-femur-sos-2006
broadband ultrasonic attenuation (BUA)	BUA slope; attenuation slope	Slope of attenuation vs. frequency in bone, measured in dB/cm/MHz, used as a clinical bone quality index	tavakoli-evans-bone-1992
broadband ultrasonic attenuation (BUA)	BUA slope; attenuation slope	Slope of attenuation vs. frequency in bone, measured in dB/cm/MHz, used as a clinical bone quality index	wear-bone-sound-speed-2000
Biot theory	poroelastic wave theory; Biot-Gassmann	Theory for elastic wave propagation in fluid-saturated porous media accounting for both global and local fluid flow	muller-gurevich-fluid-flow-2005
patchy saturation	mesoscopic fluid flow; partial saturation	State where different fluid phases (gas/water) exist as patches at scales larger than pores but smaller than wavelength, causing strong wave attenuation	muller-gurevich-fluid-flow-2005
prior austenite grain size	PAGS; prior austenite	Grain size of the austenite phase before transformation to martensite or bainite, controlling final microstructure length scales	bialobrzeska-austenite-grain-size-2016
prior austenite grain size	PAGS; prior austenite	Grain size of the austenite phase before transformation to martensite or bainite, controlling final microstructure length scales	papadakis-three-transformation-products-1964
martensite packet size	martensite block; lath packet	Dimension of grouped martensite laths with similar habit plane orientation within a prior austenite grain	bialobrzeska-austenite-grain-size-2016
pearlite colony scattering	pearlite attenuation	Scattering of ultrasound from pearlite colonies (cementite/ferrite lamellae aggregates) in steel; effective scattering unit larger than individual lamellae	papadakis-three-transformation-products-1964
Voronoi tessellation grain model	polycrystal model; Voronoi microstructure	Computational model of polycrystalline microstructure using Voronoi cells to represent grains with assigned crystallographic orientations	pamel-highly-scattering-phd-2015
finite element modelling (FE) of waves	FEM ultrasonics; numerical wave simulation	Numerical simulation of elastic wave propagation using finite elements, enabling validation of analytical scattering theories	pamel-highly-scattering-phd-2015
probability of detection (POD)	POD; inspection reliability	Statistical measure of an inspection technique's ability to detect a defect of given size, used to benchmark NDE performance	pamel-highly-scattering-phd-2015
backscattering coefficient	backscatter amplitude; BSC	Amplitude of ultrasonic energy scattered back toward the source from microstructural features, used to characterize grain noise	yang-rokhlin-backscattering-cubic-2013
backscattering coefficient	backscatter amplitude; BSC	Amplitude of ultrasonic energy scattered back toward the source from microstructural features, used to characterize grain noise	yang-orthorhombic-cluster-2013
backscattering coefficient	backscatter amplitude; BSC	Amplitude of ultrasonic energy scattered back toward the source from microstructural features, used to characterize grain noise	pamel-highly-scattering-phd-2015
ellipsoidal grain shape	elongated grains; grain anisotropy	Non-equiaxed grain morphology with different dimensions along different axes, arising from rolling/forging deformation	yang-rokhlin-backscattering-cubic-2013
ellipsoidal grain shape	elongated grains; grain anisotropy	Non-equiaxed grain morphology with different dimensions along different axes, arising from rolling/forging deformation	yang-orthorhombic-cluster-2013
phase unwrapping	2πn ambiguity removal; dispersion phase	Algorithm for resolving the 2πn integer ambiguity in phase spectra to obtain continuous phase velocity vs. frequency	ting-sachse-dispersion-1978
phase unwrapping	2πn ambiguity removal; dispersion phase	Algorithm for resolving the 2πn integer ambiguity in phase spectra to obtain continuous phase velocity vs. frequency	peters-petit-broadband-2003
contact acoustic nonlinearity (CAN)	clapping nonlinearity; kissing bond	Nonlinear acoustic response from contacting surfaces (cracks, kissing bonds) that open/close under acoustic excitation	fierro-nonlinear-us-phd-2014
nonlinear wave modulation spectroscopy (NWMS)	NWMS; vibro-acoustic modulation	Nonlinear technique using two frequencies to detect damage: defects generate sum/difference frequency sidebands	fierro-nonlinear-us-phd-2014
air-coupled ultrasound	non-contact UT; air transducer	Ultrasonic technique using air as the coupling medium between transducer and specimen, enabling fully non-contact inspection	torello-air-coupled-nonlinearity-2017
buffer rod technique	buffer rod; delay line	Method using a high-impedance rod between transducer and specimen to enable single-ended broadband attenuation measurement	papadakis-fowler-lynnworth-1973
periodic surface diffraction	grating diffraction; surface wave scattering	Diffraction of ultrasonic waves from a periodically corrugated surface, producing discrete diffraction orders analogous to optical gratings	herbison-periodic-surfaces-phd-2011
Pochhammer-Chree modes	rod waves; guided wave modes	Dispersive axial wave modes in cylindrical rods, described by Pochhammer-Chree theory; multiple modes propagate above cutoff frequencies	hueter-rod-dispersion-1950
two-point correlation function	grain correlation; spatial correlation	Statistical function describing the probability of two points being in the same grain, input to grain scattering calculations	stanke-kino-unified-theory-1984
two-point correlation function	grain correlation; spatial correlation	Statistical function describing the probability of two points being in the same grain, input to grain scattering calculations	talbot-willis-waves-composites-i-1982
Born approximation	weak scattering approximation; single scattering	Approximation for wave scattering treating each scatterer as radiating independently in the incident field; valid for weak scattering	fu-sheu-two-phase-spherical-1985
Born approximation	weak scattering approximation; single scattering	Approximation for wave scattering treating each scatterer as radiating independently in the incident field; valid for weak scattering	kube-turner-attenuation-any-symmetry-2015
grain boundary film scattering	shell model; minority phase	Scattering model for thin intergranular films (segregate layers) treated as elastic shells rather than solid inclusions	sayers-minority-phases-1985
acoustoelasticity	stress-dependent velocity; acoustoelastic effect	Dependence of ultrasonic wave velocity on applied or residual stress, arising from third-order elastic constants	nasa-analytical-ultrasonics-1984
gray cast iron acoustics	cast iron velocity; graphite flake effect	Effect of graphite flake morphology and fraction on ultrasonic wave velocity in gray cast iron	speed-of-sound-gray-cast-iron-1959
polymer acoustic properties	plastic acoustics; polymer ultrasonics	Ultrasonic velocity and attenuation properties of engineering plastics (polyethylene, nylon, PTFE, PVC, polystyrene)	lochab-singh-acoustic-plastics-2004
ultrasonic couplant	coupling agent; dry coupling	Material interposed between transducer and specimen to ensure efficient acoustic energy transfer	ginzel-aqualene-ace-2015
Bourret approximation	self-consistent approximation; mean field	Self-consistent approximation for the mass operator in the Dyson equation, equivalent to Stanke-Kino's formulation	stanke-kino-unified-theory-1984
KZK equation	Khokhlov-Zabolotskaya-Kuznetsov; nonlinear wave equation	Parabolic wave equation accounting for diffraction, dissipation, and nonlinear harmonic generation in focused or directional beams	torello-air-coupled-nonlinearity-2017
Multiple Gaussian Beam model	MGB model; Gaussian beam decomposition	Beam propagation model decomposing a transducer source into N Gaussian beams to compute near- and far-field pressure for both linear and nonlinear propagation	torello-air-coupled-nonlinearity-2017
model-based transducer calibration	reference specimen calibration; force-voltage transfer function	Calibration technique using a known reference material and wave propagation model to derive a transducer's force-to-voltage transfer function, avoiding self-reciprocity limitations	torello-air-coupled-nonlinearity-2017
wave-induced fluid flow (WIFF)	mesoscopic flow; inter-patch flow	Viscous pore fluid flow driven by pressure gradients between mesoscopic heterogeneities during wave passage; primary cause of seismic attenuation in partially saturated rocks	muller-gurevich-fluid-flow-2005
Biot slow wave	diffusive wave; slow P-wave	Highly attenuated, diffusive compressional wave in fluid-saturated porous media predicted by Biot theory; wave number k_ps = sqrt(iωη/k₀N); governs WIFF attenuation scale	muller-gurevich-fluid-flow-2005
first-order statistical smoothing approximation	FSSA; Bourret approximation in poroelasticity	Perturbation-theory method for computing the effective wave number in a random medium by averaging the Dyson equation to first order in fluctuation variance	muller-gurevich-fluid-flow-2005
von Kármán correlation function	power-law correlation; Hurst exponent	Spatial correlation model B(r) with a tunable power-law tail controlled by the Hurst exponent H; widely used for modeling geological heterogeneity	muller-gurevich-fluid-flow-2005
Gassmann-Wood limit	quasi-static velocity; relaxed fluid limit	Low-frequency P-wave velocity in a porous medium with heterogeneous saturation where fluid pressure is fully equilibrated; effective fluid modulus given by Wood's harmonic average	muller-gurevich-fluid-flow-2005
Gassmann-Hill limit	no-flow velocity; unrelaxed fluid limit	High-frequency P-wave velocity when fluid cannot flow between patches; effective modulus given by Hill (arithmetic) average of saturated moduli	muller-gurevich-fluid-flow-2005
stress-dependent dislocation attenuation	amplitude-dependent absorption; stress-attenuation relationship	Dependence of ultrasonic absorption coefficient on applied static stress; in the elastic regime α ∝ σ² with full recovery, transitioning to irreversible increase in the plastic regime.	merkulov-dislocations-nacl-1962
plastic deformation threshold (ultrasonic)	onset of plastic flow; yield detection by ultrasonics	Use of the transition from quadratic (elastic) to superlinear (plastic) absorption–stress behaviour as a non-destructive indicator of the onset of plastic deformation in crystals.	merkulov-dislocations-nacl-1962
NaCl single crystal acoustics	sodium chloride crystal; ionic crystal ultrasonics	Sodium chloride as a model material for studying dislocation-acoustic interactions because its deformation, etch-pit counting, and glide geometry are well-controlled.	merkulov-dislocations-nacl-1962
temporal recovery of attenuation	anelastic recovery; reversible attenuation change	Return of ultrasonic absorption to its initial value after removal of an applied elastic load, indicating reversible dislocation loop extension rather than permanent dislocation multiplication.	merkulov-dislocations-nacl-1962
