drive_file_id	title	mime_type	size_bytes	status	doc_slug_or_dash
12F5upmWijmYQEnrArfvq5_wavz5bnMYj	Wavelet decomposition processing method- Cortical bone thickness measurement using ultrasound sensor - (2014) Hassan.pdf	application/pdf	201000	read	wavelet-cortical-bone-thickness
1C0ELkJcfpqOoFt5CIVQ8jWeEPLaTWOwf	Improved formula for continuous-wave measurements of ultrasonic phase velocity.pdf	application/pdf	378000	read	cw-ultrasonic-phase-velocity-formula
1VV8HTgVGUseGSI78uoUvXv2XEpBmQILu	Elastic Wave Propagation in Circumferential Direction in Anisotropic Cylindrical Curved Plates.pdf	application/pdf	238000	read	elastic-wave-anisotropic-cylindrical-plates
11TfIzDZIruEDcEGYLWo2sAYA6pTKXsLP	Gaussian process regression An introduction - Ebden.pdf	application/pdf	190000	read	gaussian-process-regression-intro
1BK8Ji1QMXVWIWTeiGWImkodXsbkcmtqK	Introduction to Experimental Error - Susan Cartwright.pdf	application/pdf	150000	read	experimental-error-intro
1nZe1J5Pxr8PCb6J4Wd_x-no431xvHkD7	New results in linear filtering and prediction theory.pdf	application/pdf	5800000	partial	kalman-bucy-linear-filtering
1SRqOnxe3_hhY82PJPBOOa9gUuxlYDzC1	Fundamentals of Signal Processing for Sound and Vibration Engineers.pdf	application/pdf	10600000	partial	fundamentals-signal-processing-sound-vibration
1BiyafXH-AfcHTZGN_fmS6slHITzHBgrU	A review of image denoising algorithms with a new one.pdf	application/pdf	1400000	partial	image-denoising-algorithms-review
1WTNK-Ld4KQEEdEnl7sNIBY0RlvJ7gfNz	Considering temperature effect on robust PCA OD as a damage detector (2019) Mujica.pdf	application/pdf	unknown	partial	robust-pca-temperature-damage-detection
1Vo8tdckS398u8WDcg0zQYaahzZxuYJtW	Compensation for temperature-dependent phase and velocity (2019) Mariani.pdf	application/pdf	unknown	partial	temperature-phase-velocity-compensation-mariani
1z-yWsKG8G5ZPa0R-ljztjylARvKJlmiV	Baseline Signal Reconstruction for Temperature Compensation (2016) Liu.pdf	application/pdf	unknown	read	baseline-signal-reconstruction-temperature-compensation
10cHRGP5pamI11mFoUO7uGZ7O8Y89wD1w	New Approach to Guided Wave Ray Tomography (2018) D L.pdf	application/pdf	unknown	partial	guided-wave-ray-tomography-temperature
1Q0TfkgNUKxcw5hee98MlJ3PHbchtwRw-	Novel physics-based temperature compensation model (2014) Roy.pdf	application/pdf	unknown	partial	physics-based-temperature-compensation-roy
10GIiySZY-0Khc9qqQ5ayH3LLgrwMNJH7	Dynamic Time Warping Temperature Compensation (2018) Douglass.pdf	application/pdf	unknown	partial	dtw-temperature-compensation
1gMzF6bFFDk9oIoU-dMiU2OuY9MlpkCR4	Combined Approach for Corrosion Monitoring (2010) Rommetveit.pdf	application/pdf	unknown	partial	corrosion-monitoring-guided-wave
1anB2IgT41IdPq1ef_oUZAlYXxMHJ0IEW	Scale Transform for Temperature Compensation (2012) Harley.pdf	application/pdf	unknown	skipped-duplicate	-
1GCed21VVzAFDyQ75dGMarLork9Lq-bTl	Pulse Superposition Method for Measuring Ultrasonic Wave Velocities (1962) McSkimin & Andreatch.pdf	application/pdf	unknown	read	pulse-superposition-method-mcskimin
1Kb_hIHJHYmvY0PAjPvkdA1FwRYmZXn6T	Hilbert transform.docx	application/vnd.openxmlformats-officedocument.wordprocessingml.document	unknown	read	hilbert-transform-notes-coffee-morning
1CzekRD45PuDefHyouoB0jq02Q5V--e7b	REFERENCE_STAMINA_S200_23Deg.csv	text/csv	unknown	unreadable	-
17eZrGm4u0yPfPkq0aaY1sa9lbJALqEZU	MEASUREMENT_STAMINA_S200_23deg.csv	text/csv	unknown	unreadable	-
1FNXZJ8jaQLjDMbZmc2nRIKjNhAzNNUpO	sunraise and set times2.txt	text/plain	unknown	skipped-duplicate	-
10SSYjdkylApPnqZWwNvLQaKRUaJ9-wjt	sunraise and set times.txt	text/plain	unknown	skipped-duplicate	-
1_8kabIEnli6f-REMjhkDQ_noBzkX3OnA	weather data.txt	text/plain	unknown	unreadable	-
1ifyDKdKjhL_F8REMjhkDQ_noBzkX3OnA	Introduction to the Hilbert-Huang Transform - N E Huang.pdf	application/pdf	unknown	skipped-duplicate	-
1GAgMApYDPBHkVmBc0PS2ecuSwJ-gREUL	Introduction to the Hilbert-Huang Transform - N E Huang.pdf	application/pdf	unknown	read	hilbert-huang-transform-intro
1WsM4b1oren5-0msuWGltxcKmK6Muh2jc	Digital Signal and Image processing using matlab - G Blanchet (2006).pdf	application/pdf	unknown	partial	digital-signal-image-processing-matlab-blanchet
1kbUQPdDv2nO2glcm1AA4cUiaM8lTInQh	Signal processing - Rutgers University book (Orfanidis).pdf	application/pdf	unknown	partial	intro-signal-processing-orfanidis
16XbqjSg39p_ZkuccazFKnFaksMfrz_yY	statslecture.ppt	application/vnd.ms-powerpoint	unknown	unreadable	-
1wh0uo-5njJ4neQmtiiYEJfwKZ46cI9n-	Probability theory.txt	text/plain	tiny	skipped-duplicate	-
1uuOq8mrMS2ge0CTqNkcrv0jEk-hH-PLO	Signals and Systems Using MATLAB - Ch0 (Chaparro 2019).pdf	application/pdf	unknown	partial	signals-systems-matlab-chaparro
1riloSoz10pAKZCe4tLZQg-3rFyVNffU0	Signals and Systems Using MATLAB - Ch1 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1red7FDRbDuwKrbI-Hka5Panb23ouA_W0	Signals and Systems Using MATLAB - Ch2 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
18L81L5v0M1KRnnJ8ODm46gBL62q6rCVx	Signals and Systems Using MATLAB - Ch3 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1In2v7BWYD6iXVvLIMlm6Kt-qOeMpCrBb	Signals and Systems Using MATLAB - Ch4 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1IWzdbU_gumKj-Hw4EP7J-0YFrnrC4xSu	Signals and Systems Using MATLAB - Ch5 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1b3pdfgc8xpTToCDzBF0kPkTn3KImKlCy	Signals and Systems Using MATLAB - Ch6 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1G9jqphILN1LXIKrH_mfFUgWq8SWiqLNA	Signals and Systems Using MATLAB - Ch7 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1MuhXZMnsSRAG0qK6-8l2DMGZZ4GQbX_R	Signals and Systems Using MATLAB - Ch8 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1SQDmxTgz3zfqaEXmcZ8QduEzxlY5TALo	Signals and Systems Using MATLAB - Ch9 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
16rbevpPTEnUZooEo5ngLLiKOZ-ukaio-	Signals and Systems Using MATLAB - Ch10 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1ltJaogkDYbfrBJBXUSETG3naQfsmOWXK	Signals and Systems Using MATLAB - Ch11 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1C78PHvY39yULv9Pc-dIJ-6L6dD914QWz	Signals and Systems Using MATLAB - Ch12 (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1aSinBljBRjna_MHC0ws8zskXGb7xCj58	Signals and Systems Using MATLAB - Acknowledgments (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
14e10nf70dRr6n5uoGXXD_v_PNSjrr8eL	Signals and Systems Using MATLAB - Appendix A (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1D7jd4AZyuv0lJBmh_OmCEZ-eERZlwiUj	Signals and Systems Using MATLAB - Bibliography (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1ECpRfyASCz5yrYAhW6aqtHkShXa3AvZI	Signals and Systems Using MATLAB - Copyright (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
151i71tQkxJK4mPvAeon2FOm2iGYc72x4	Signals and Systems Using MATLAB - Dedication (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1GvruB2xYdXJJG6bLIBn7GHYVNCo8j7sY	Signals and Systems Using MATLAB - Front Matter (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1Njl0hPMHGOD9DpZw93-OD5nk3Nz_UqlZ	Signals and Systems Using MATLAB - Index (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1EQzinpYFuHrZlFDzGE0I3T-Gyd9Zl7H8	Signals and Systems Using MATLAB - Preface (Chaparro 2019).pdf	application/pdf	unknown	skipped-duplicate	-
1Cg39BfkgkXELG7_eKpVV2JM2YR736GQh	Digital Signal Processing - Ch1 (Elsevier 2017).pdf	application/pdf	unknown	read	digital-signal-processing-textbook-2017
1aJJDUSR4JZ47N_dDOVm6P4yZb0JQFYBZ	Digital Signal Processing - Ch2 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1sa2m29Dl5bqH15rfyUZ0g9GrP-t2GeH4	Digital Signal Processing - Ch3 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
11JghIbUt80-hcEMGNTuZh1ofytVp4ClO	Digital Signal Processing - Ch4 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1Ak99EZMaPzSig3jM2-Qj3jcN7Gf2UA64	Digital Signal Processing - Ch5 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1zl0cCjq_1G3puTCbrPE1T62H6dmfIvvv	Digital Signal Processing - Ch6 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1Kw6tb_nT79gZ61uUbAOU581y3VfTZWGW	Digital Signal Processing - Ch7 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1KNILJo7RpXtzioOI1crCDPAv_26RhYmy	Digital Signal Processing - Ch8 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1NYLkxEvk9Be2gTIxvQ6R3W-lVZnph2Dm	Digital Signal Processing - Ch9 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1pFmhuAesLR5BkXdEv_9vacmPdBUJnWEI	Digital Signal Processing - Ch10 (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1c8BVr6ZhrHlfmK-BtGKUIDuDQr_BtRVX	Digital Signal Processing - About Authors (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1vuycVLpDFmb2r3Fw0RDcCXjuzLT9Y8hL	Digital Signal Processing - Bibliography (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1fEWNEfNGMcTvFEW6FeYfzDmZJRd79wE7	Digital Signal Processing - Copyright (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1aC-SziQpLrwGvBJ3eOkla9m5ModG9QKD	Digital Signal Processing - Index (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1O9UJNWOzi7bqIwBisIltPqeKjxukY0fA	Digital Signal Processing - List of Figures (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
1FcJhfara2GoFU_H9nSaW5QwX-HDXzioF	Digital Signal Processing - List of Tables (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
12VRJDlzPT_kCBJE7cLCwifLEQPKyMy9l	Digital Signal Processing - Preface (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
15K5elHBr-qGXUk3IhLz0AEu58pFUSYJN	Digital Signal Processing - Title Page (Elsevier 2017).pdf	application/pdf	unknown	skipped-duplicate	-
