drive_file_id	title	mime_type	size_bytes	status	doc_slug_or_dash
1PgswwzPU7j7XzZ-dsFSTbnh-p6wmO7nj	SmithChartCircles.pdf	application/pdf	125506	read	smith-chart-circles
1xTpiRTE0giaPvdOiHYHJa1JlPG9cE7ak	QuarterWavelength.pdf	application/pdf	49447	read	quarter-wavelength-transformer
1qJTM0cNmKjsD1NKOPrcP4tTJfjOgjgyw	TransisentBouncing.pdf	application/pdf	84873	read	transient-bouncing
1-vrl21frk0ZpL6PBwKUBVn60pfeFMTK0	SmithChartDerivation.pdf	application/pdf	154056	read	smith-chart-derivation
1Yh0hei-7YRinVzH1ZpWsv0Chw3IWY1Zl	LowLossTL.pdf	application/pdf	46764	read	low-loss-transmission-line
11tMwL2LwyPQoguCbCEVbxfakTR1jmPYL	LossyTL.pdf	application/pdf	37904	read	lossy-transmission-line
1bJ7sybz_Bd-pgzl4Vfxi-ruy2VCy51ki	SolvingTelegrapher_TimeHamonic.pdf	application/pdf	59560	read	solving-telegrapher-time-harmonic
1rJ4AVKvpvmDcz-KfmX_NIReAhzsiuFsb	SolvingTelegrapher_fdom.pdf	application/pdf	95141	read	solving-telegrapher-frequency-domain
1_btAVc6jX05BqNWHJM5ZJiYQBxfK8Ugd	TransmissionLineCircuitModel.pdf	application/pdf	126764	read	transmission-line-circuit-model
13sVnOEEEYwIa5fG2h6hsHBnMoaWu37I-	Chapter-9---Circuit-Elements-and-Circuit-_2012_Signals-and-Systems-for-Bioen.pdf	application/pdf	3412377	partial	signals-systems-for-bioengineers
1jfPFajUQT3MseLT5u9temT-ajXA4Z1Yi	Chapter-8---Linear-System-Analysis--Appl_2012_Signals-and-Systems-for-Bioeng.pdf	application/pdf	2049195	partial	signals-systems-for-bioengineers
1jQ4YF28bbh8oV1t9mGMj117DNdFeiJIe	Chapter-7---Linear-Systems-Analysis-in-the-Time-D_2012_Signals-and-Systems-f.pdf	application/pdf	2543394	partial	signals-systems-for-bioengineers
1p7ygYVzRgSzkQ7WsQvSiDUVouaxUzTAM	Chapter-6---Linear-Systems-Analysis-in-the-Complex-Fre_2012_Signals-and-Syst.pdf	application/pdf	1317695	partial	signals-systems-for-bioengineers
1WQ6B5qb5hIOYf4d8_MvXvP4b0qEI49aK	Chapter-5---Linear-Systems-in-the-Frequency-Dom_2012_Signals-and-Systems-for.pdf	application/pdf	3745333	partial	signals-systems-for-bioengineers
1C9CXFNJfR5F2QB-hN-qAhEU-VY61ERyq	Chapter-4---The-Fourier-Transform-and-Power-Spect_2012_Signals-and-Systems-f.pdf	application/pdf	1112981	partial	signals-systems-for-bioengineers
1Hh6xoa0De2aJjuo58yNUSrO4JxNwCq7X	Chapter-3---Fourier-Transform--Introduc_2012_Signals-and-Systems-for-Bioengi.pdf	application/pdf	1601628	partial	signals-systems-for-bioengineers
12OjQOlvx4a_b804UbT1YUiJM3_6YaU8u	Chapter-2---Basic-Concepts-in-Signal-Pro_2012_Signals-and-Systems-for-Bioeng.pdf	application/pdf	2304125	partial	signals-systems-for-bioengineers
1nXouo9pjU7JiAijX12sFJQavzyxWqHV0	Chapter-12---Basic-Analog-Electronics--Operat_2012_Signals-and-Systems-for-B.pdf	application/pdf	3493300	partial	signals-systems-for-bioengineers
1ldKt3mm4IB6RECxfBywRk7B_OhjxiSV6	Chapter-11---Circuit-Reduction--Simplifi_2012_Signals-and-Systems-for-Bioeng.pdf	application/pdf	1743417	partial	signals-systems-for-bioengineers
1nUk0tPcGfYLcW1sBkVbLRCVSIDYuoqRR	Chapter-10---Analysis-of-Analog-Circuits-a_2012_Signals-and-Systems-for-Bioe.pdf	application/pdf	2738130	partial	signals-systems-for-bioengineers
1ssrZXlvya4QrMJMhHejSi__9QszRCiQZ	Preface-to-the-Second-Edition_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	32233	skipped-duplicate	-
1KbmKSzI_96UIK32MSpL2gZl0ozenvyv5	No-title-available_2012_Signals-and-Systems-for-Bioengineers1.pdf	application/pdf	56877	skipped-duplicate	-
1rrUwhLp9jLH8Dnyk2Mgq4_5w7WiVsMMj	Front-matter_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	191920	skipped-duplicate	-
1pjy-zb1JaZiPNe5m3yA5FMp-2Gpf-vT-	No-title-available_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	21357	skipped-duplicate	-
16dLKirdk18polGWk0Kd9D06DShlQi6q5	Chapter-1---The-Big-Picture--Bioengineering-S_2012_Signals-and-Systems-for-B.pdf	application/pdf	1007361	partial	signals-systems-for-bioengineers
1__yvFwQ1a_TZbs4CgGA-m3GH4YT8a0hj	Copyright_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	35505	skipped-duplicate	-
1bZH4219mBr-DzpYyDWFS5BKZbI6GrrY5	Appendix-E---Complex-Arithmetic_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	119517	skipped-duplicate	-
1ZrX-etweT5rudwATXVWxpSFYlz7udlVH	Appendix-F---LF356-Specifications_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	23890	skipped-duplicate	-
1ao2uBM-rk1McJ1ZqFJz0wjFv1PjdfAQ9	Appendix-C---Trigonometric-and-Other-Fo_2012_Signals-and-Systems-for-Bioengi.pdf	application/pdf	22406	skipped-duplicate	-
1_PXKapznGML-whTZKPEvJueduNNHMd41	Appendix-G---Determinants-and-Cramer-s-_2012_Signals-and-Systems-for-Bioengi.pdf	application/pdf	190111	skipped-duplicate	-
1PChHHHRkvXdqgUk90lamf5jV5MyDhTZD	Appendix-D---Conversion-Factors--Uni_2012_Signals-and-Systems-for-Bioenginee.pdf	application/pdf	34233	skipped-duplicate	-
1jVwlubSxu0vpHWxJ_T-LTAX3NzsgZVS-	Appendix-A---Derivations_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	213614	skipped-duplicate	-
16jmV6UUkfafeFkaHI2kvsVwM-Uc5euk0	Acknowledgements_2012_Signals-and-Systems-for-Bioengineers.pdf	application/pdf	23205	skipped-duplicate	-
1Of04WGx3JeuckOG39H1ExjBTp5p6L7Fu	Appendix-B---Laplace-Transforms-and-Properties-_2012_Signals-and-Systems-for.pdf	application/pdf	39917	skipped-duplicate	-
1xOeyRygBq14uo9olLSyn2Ee-ARIqSevM	ImpedanceTransformSP.pdf	application/pdf	54242	read	impedance-transform-sp
1eS-nKP69nDhsDcr8puweYYIbI-A2vmDi	about probes.txt	text/plain	83	read	-
1CNwMh4HTs0GohoJP247Cg1MlVcLtSK7u	probes.pdf	application/pdf	123175	read	oscilloscope-probes
1Rv8xuPT9a7LKfPYfHS8PvIrhqWtU6ywd	Michael Steer - Microwave and RF Design - Volume 2 - Transmission Lines - Third Edition.pdf	application/pdf	10129850	partial	steer-mrf-vol2-transmission-lines
1l4eogGNOQewnwzOlzNEvcg7MG3cESSlt	Michael Steer - Microwave and RF Design - Volume 5 - Amplifiers and Oscillators - Third Edition.pdf	application/pdf	12957535	partial	steer-mrf-vol5-amplifiers-oscillators
1wduJWqWommLXtowlHMRiiXE0BWDHWYpW	Michael Steer - Microwave and RF Design - Volume 4 - Modules - Third Edition.pdf	application/pdf	25691939	partial	steer-mrf-vol4-modules
1IigWUNJklv_71cr6rSySDj-oOHc35QfL	Michael Steer - Microwave and RF Design - Volume 3 - Networks - Third Edition.pdf	application/pdf	16312237	partial	steer-mrf-vol3-networks
1pKJpg2BjsqCesrMtr0z-i4I9M0f19pV5	Michael Steer - Microwave and RF Design - Volume 1 - Radio Systems - Third Edition.pdf	application/pdf	11517467	partial	steer-mrf-vol1-radio-systems
1SRpnG-t0KL35d0RQCJZYHHvtPI34q08Q	Impedance Transformation and Matching.pdf	application/pdf	8302344	partial	collin-impedance-transformation-matching
1ea6Xpy-zA0jWC9OAb2MJqeUrIq9qfcJC	Transmission Lines and Waveguides.pdf	application/pdf	12819711	partial	collin-transmission-lines-waveguides
10D_8UE24xagZkCClZ-yKFnbWPHA7dH9R	SolidState Amplifiers.pdf	application/pdf	9430100	partial	collin-solid-state-amplifiers
1G14bQi9V_Y339f7vTyZbm94NDEgwML5O	Periodic Structures and Filters.pdf	application/pdf	8573621	partial	collin-periodic-structures-filters
19gUo7yCXC_tSHP2tKrr1QjTux9V1hhVr	Passive Microwave Devices.pdf	application/pdf	10333971	partial	collin-passive-microwave-devices
1J6J_E2I71EEAoGMQDDLhjnpdUafK83vG	Parametric Amplifiers.pdf	application/pdf	3004307	partial	collin-parametric-amplifiers
1UFqOsW8qFrnQcy2-xkRbGF-7jXJzpbyC	Oscillators and Mixers.pdf	application/pdf	4262191	partial	collin-oscillators-mixers
1QFFJ-TUZn9yTDssD6CWlHIjVZjFbi1CP	Microwave Tubes.pdf	application/pdf	5989592	partial	collin-microwave-tubes
1i9epPop61QRvwBDut999_NehzBbmMetJ	Introduction.pdf	application/pdf	5495841	read	collin-foundations-microwave-intro
12c6kmGLYDgvq1ABBszH_qoarhdPWXlJR	Frontmatter.pdf	application/pdf	1564423	skipped-duplicate	-
1m3-Du9DFQFDptR8_TVlt3cy1GBvSd1Bc	Electromagnetic Theory.pdf	application/pdf	5123135	partial	collin-em-theory
1fcxGKjRWpm-2A2li2FYFGpDdE9YU7-1s	Electromagnetic Resonators.pdf	application/pdf	6110801	partial	collin-em-resonators
1rcfIHSOs7LKxKPTjbBw7RyMYNmjB9s8R	Circuit Theory for Waveguiding Systems.pdf	application/pdf	6561572	partial	collin-circuit-theory-waveguiding
1N5NGNTxIqm0dYjUZaC7IxKhY45h5dVgE	Appendix III Conformal Mapping Techniques.pdf	application/pdf	1832639	skipped-duplicate	-
1tc07jUgDjv5dKTMch_vMRffDQPCAzH7H	Chapter order.txt	text/plain	575	read	-
1pm-pim9zcuy8RXmjjMfqzmSRTODPNcMw	Author Index.pdf	application/pdf	275416	skipped-duplicate	-
1SlKWBHg1NXI_Jwi5pd-NIqCZKF3s-mIF	Subject Index.pdf	application/pdf	835388	skipped-duplicate	-
1lu-L2XGOpHa71nNAYi1zr6RzEqlEFJaC	Appendix II Bessel Functions.pdf	application/pdf	419596	skipped-duplicate	-
1bp3OsZiEzCzcz4GNZg9m3hLLx1GiHVzD	Appendix IV Physical Constants and Other Data.pdf	application/pdf	262953	skipped-duplicate	-
1GE0javQst--btk_G8aSvyYO1Ys7hxN9v	Appendix I Useful Relations from Vector Analysis.pdf	application/pdf	556455	skipped-duplicate	-
