drive_file_id	title	mime_type	size_bytes	status	doc_slug_or_dash
14aRi26rAn9gaYsdfnyUiCKt2yALc2ilN	Prediction and Reduction of Cylinder Liner Bore Deformation for a Two Wheeler (Ganguly et al. SAE 2015-01-1742)	application/pdf	unknown	read	ganguly-mahindra-two-wheeler-bore-deformation-reduction
1y2n1pHxymvQa02JzMQngYcK9a_4H5eCL	CAE Simulations for Engine Block Bore Distortion (Ghasemi SAE 2012-01-1320)	application/pdf	unknown	read	ghasemi-bore-distortion-cae-methodology-2012
1X4Zeusu3jFpTOeLL6Rd1JTwcILFF1pqF	Cylinder Head High/Low Cycle Fatigue CAE Analysis (Ghasemi SAE 2012-01-1991)	application/pdf	unknown	read	ghasemi-cylinder-head-fatigue-cae
1DJxGJRPt4-2_ZKLTMR0GxeawNMgIWlCj	Bore Analysis Tool (BAT) — Lotus Engineering Internal Report (Gibbs 2001)	application/pdf	unknown	read	gibbs-bore-analysis-tool-bat-2001
1lu1Vu_N594iLqb8vqAlKCqilfm3IjuJF	Analysis of Liner's Bore Distortion from Finite Elements Method Calculations — Masters Thesis (Gode 2018)	application/pdf	unknown	read	gode-bore-distortion-fea-thesis
1V6JeAAiHeehpomag6gi56VQAHhpubKXw	Prediction of Temperature, Viscosity and Thickness in Oil Film Between Ring and Liner (Harigaya et al. SAE 2000-01-1790)	application/pdf	unknown	read	harigaya-oil-film-temperature-viscosity
1rlMeH-H3JUk1rC-d5lkcfgvFqERUB2Hj	The Effects of Cylinder Wall Surface Roughness and Bore Distortion on Blow-by (Hennessy & Barber 1995)	application/pdf	unknown	read	hennessy-barber-surface-roughness-bore-distortion-blowby
1676szEF41o-B6-jmtmPe-h22V5_2tdjk	Global Energy Consumption Due to Friction in Passenger Cars (Holmberg et al. 2012)	application/pdf	unknown	read	holmberg-global-friction-energy
1qAfcRl0gd1j0RyzrtyQH_jwA1dpwpx40	Simulation of Mild Wear in a Cam-Follower Contact with Follower Rotation (Hugnell et al. 1996)	application/pdf	unknown	read	hugnell-cam-follower-wear-simulation
1E_4x1g_q1jBAqEL05yLI-PVvc0lrKyG1	An Experimental Study on Relationship between Lubricating Oil Consumption and Cylinder Bore Deformation (Iijima et al. SAE 2009-01-0195)	application/pdf	unknown	read	iijima-sakurai-oil-consumption-bore-deformation-2009
1CfuyR-L-eNg6KzpP7l36jiLXQGsQbrC_	The Effect of Cylinder Bore Distortion on Lube Oil Consumption and Blow-By (Kagnici & Akalin 2014)	application/pdf	unknown	read	kagnici-akalin-bore-distortion-oil-consumption-2014
1E2jY9fnIhBxX4CJ_RqtC_KoTplg4pN5I	Computations of an Engine to Analyse Cylinder Distortion (Kazmierczak 2004)	application/pdf	unknown	read	kazmierczak-piston-ring-liner-kiva3-fea-2004
1eOucNa7SI01wpnXY2i0tFOO0jcl11Hgr	Investigations of the Friction Losses of Different Engine Concepts (Knauder et al. 2019)	application/pdf	unknown	read	knauder-engine-friction-losses
17Xm23PFGmXmyKwoqVurpsdZ3t0nkDDhN	A New Technique for Measuring the Deformation of Cylinder Bores During Engine Operation (Koch et al. SAE 950540)	application/pdf	unknown	read	koch-fahl-haas-fired-bore-measurement-1995
1e3EJ8e0B2Y-oStLpZb2ruIlrUjR2r2RL	Investigation on Cylinder Bore Deformation under Static Condition Based on Fourier Decomposition (Liang et al. SAE 2017-01-0366) — copy 2	application/pdf	unknown	read	liang-wang-bore-deformation-static-fourier-2017
1Ez_N_yrJ-2w0tu7j2ru6xNjcRM8878u9	Investigation on Cylinder Bore Deformation under Static Condition Based on Fourier Decomposition (Liang et al. SAE 2017-01-0366) — copy 1	application/pdf	unknown	skipped-duplicate	liang-wang-bore-deformation-static-fourier
1zY0qcR04Ast2T78R-gMJ-TUl3HY5RjVm	Lubrication of a Flexible Piston Skirt Subjected to Thermo-Elastic Deformation (Littlefair et al. 2014 Proc IMechE Part J)	application/pdf	unknown	read	littlefair-procimechepartj-2014-piston-skirt-thermoelastic
10qMndmE6LDFOMhbWH-aQa1ED88U4yV__	Transient Tribo-Dynamics of Thermo-Elastic Compliant High-Performance Piston Skirts (Littlefair et al. 2014 Tribol Lett)	application/pdf	unknown	read	littlefair-tribol-lett-2014-piston-skirt-transient
1YXYnifsr5WuK0vtyyvM_jr7Se69pLTQK	Engine Cambore Distortion Analysis From Design to Manufacturing (Liu & Winship SAE 2004-01-1449)	application/pdf	unknown	read	liu-winship-cambore-distortion-manufacturing
1t7kPR6sSlf9243tKcsEWn257f665qEQS	Analytical and Empirical Methods for the Optimization of Cylinder Liner Bore Distortion (Maassen et al. SAE 2001-01-0569)	application/pdf	unknown	read	maassen-koch-bore-distortion-optimization-2001
1IiQClv19rC0Bd0sB4jJ90zzUxxqw53YX	Effect of Design Modifications of Intra-Bore Region on Engine Block Bore Distortion (Manav et al. SAE 2010-01-1524)	application/pdf	unknown	read	manav-erpolat-ozdemir-intrabore-bore-distortion-2010
1bdD0L6xj32FskJ4WASg2FxT-V0jjNnSi	Effects of Piston Design Parameters on Piston Secondary Motion and Skirt-Liner Friction (Mansouri & Wong 2005)	application/pdf	unknown	read	mansouri-wong-piston-design-parameters
1mqEDe5FGGvVkiRQcUHhohf3lhSB0lUDW	Cylinder Bore Distortion: A Look at Static and Dynamic Cylinder Bore Shape Issues (Mavrigian 2010)	application/pdf	unknown	read	mavrigian-bore-distortion-static-dynamic-2010
1Q5Pwd32bLv_2bxA-H2MzhkwpI97IA2Im	A Simplified Piston Secondary Motion Model Considering Dynamic and Static Deformation of Piston Skirt and Cylinder Bore (McClure & Tian SAE 2008-01-1612)	application/pdf	unknown	read	mcclure-tian-piston-secondary-motion-dry-model-2008
1DPWYHTUwpnwYrg8dzRLozGaLBH4Mhe9K	Summary of Results of Development and Validation of Hot Honing System (McCormick & Meara SAE 2002-01-3299)	application/pdf	unknown	read	mccormick-hot-honing
1aKAdoi-sJzaOeMiw3g0qR5Wp3EcFSQX4	Measuring Lubricant Films at the Piston-Cylinder Contact: An Overview (Mills et al. SAE 2013-01-0294)	application/pdf	unknown	read	mills-avan-measuring-lubricant-films-overview
1o7VVS3GLHRb15mOLbZm3wYwULfohIr6y	Piezo-Electric Sensors to Monitor Lubricant Film Thickness at Piston-Cylinder Contacts in a Fired Engine (Mills et al. 2012)	application/pdf	unknown	read	mills-avan-piezo-sensors-fired-engine
1ccc8k37WZD9vTQeOZVyvVPoCpJGyQAsx	Ultrasound for the Non-Invasive Measurement of IC Engine Piston Skirt Lubricant Films (Mills & Dwyer-Joyce 2014)	application/pdf	unknown	read	mills-dwyer-joyce-skirt-film-2014
1-jXFAtUvrZ5qEzOnABWOfy063S9h1kSr	Cylinder Liner Bore Distortion Estimation During Assembly of Diesel Engine with FEA (Mirajkar et al. 2013)	application/pdf	unknown	read	mirajkar-kanase-chhapkhane-bore-distortion-ansys-2013
1Cb_9NeEkfjBANtPwZGnf3HQpyl2sqc4v	A Review of Piston Compression Ring Tribology (Mishra 2014)	application/pdf	unknown	read	mishra-piston-compression-ring-tribology-review-2014
1KFFzygkrXn8KS0dw3UIUG6TdTXH_K4aw	Tribology of Compression Ring-to-Cylinder Contact at Reversal (Mishra et al. 2008)	application/pdf	unknown	read	mishra-tribology-compression-ring-reversal
1Jc0G7xPds1RmYFlpZ-bq4hxhBbQy7XsY	Analysis of Parameters Affecting Liner Bore Distortion in DI Diesel Engines (Mohammed & Gokhale SAE 2015-26-0178)	application/pdf	unknown	read	mohammed-gokhale-liner-bore-distortion-params
1Tdf9hXmDgSPwtDzXYbJigle4yrmWeJek	Surface and Tribological Characteristics of Tribofilms Formed in the Boundary Lubrication Regime (Morina et al. 2003)	application/pdf	unknown	read	morina-tribofilms-boundary-lubrication
1_2OWNAEeKXeX5JDPTQFvbUoyoKvmP6sT	Effects of Lubricant Shear Thinning on Mixed Lubrication of Piston Skirt-Liner System (Ning et al. 2012)	application/pdf	unknown	read	ning-shear-thinning-piston-skirt
14LHWQbVJpAx2zJZAyj1s96kHqfGFB5Is	Effect of Piston Ring Geometries on Lubrication and Friction in Diesel Engine (Pachaiyappan et al. 2019)	application/pdf	unknown	read	pachaiyappan-ring-geometries-friction-2019
1182eTUhqKnLBZvOzeApPnyHNW4bwX-kk	Use of Non Linear Analysis in Powertrain Design for Prediction of Cylinder Bore Distortion (Patwardhan et al. SAE 2015-26-0202)	application/pdf	unknown	read	patwardhan-paranjpe-bore-distortion-arai-2015
1WYz7M_x-2OLiP5SJ4t5jT1bFxpxb8W2F	The Effect of Cylinder Liner Operating Temperature on Frictional Loss and Engine Emissions (Rahmani et al. 2017)	application/pdf	unknown	read	rahmani-liner-temperature-friction
1NseTwbtONCMbTVbSqDuly5Bi4jvVkO4I	SAE J2904: Power Cylinder Friction Mechanisms (SAE Surface Vehicle Information Report)	application/pdf	unknown	read	sae-j2904-power-cylinder-friction-mechanisms
1EZKNJisJcllhg8QGF_DE7q1HrVmpGjtD	Simulation of the Cylinder Bore Distortion and Effect on the Sealing Capacity of the Ringpack (Selmani et al. 2019)	application/pdf	unknown	read	selmani-delprete-bore-distortion-ringpack-blowby
1X3iix97RUliDxVVHGbPcLwUwwNwLRjue	Engine Knock Toughness Improvement Through Water Jacket Optimization (Shih et al. SAE 2003-01-3259)	application/pdf	unknown	read	shih-engine-knock-water-jacket
1sLcqZYu_X7FmFEJ2h6-el7V4_7HQlWc1	Free Vibration of Circular Cylindrical Shells with Axially Varying Thickness (Sivadas & Ganesan 1991)	application/pdf	unknown	read	sivadas-ganesan-variable-thickness-cylindrical-shells
1jqvN7codiDWo665OH0-5kfECfRaVwjVz	The Effect of Three-Dimensional Deformations of a Cylinder Liner on the Tribological Performance of a Piston Ring–Cylinder Liner System (Söderfjäll et al. 2014)	application/pdf	unknown	read	soderfjall-3d-oil-control-ring-bore-distortion
1RsomYC4L6c85sgQliSecIPDMEW3xMJCr	Analysis of Liner's Bore Distortion from FEM Calculations for a Metallic Gasket (Soua et al. 1999)	application/pdf	unknown	read	soua-touratier-polac-gasket-cylinder-distortion-1999
1sC0mNcI5onTf_eSfsmgQldN8_QvNC1Ex	High Strain Survivability of Piezoceramics by Optimal Bonding Adhesive Design (Sun et al. 2018)	application/pdf	unknown	read	sun-piezoceramic-strain-survivability
1sOaesdcgE1nVihw_WGnv9kGRPwTwFIDd	Analysis of Piston Secondary Motion (Tan & Ripin 2013)	application/pdf	unknown	read	tan-ripin-piston-secondary-motion
1vLYGT5qQ6yRJQSg-MMIlmVz2mYztH6gO	Piston Ring Conformability Needs Considering Bore Distortion Harmonic Analysis (Tomanik SAE 2009-01-0190)	application/pdf	unknown	read	tomanik-ring-conformability-criterion
13Aju8ULBpZWzs0hXger4L2QtmIDcw-zM	Free Vibration of Circular Cylinders of Variable Thickness (Tonin & Bies 1979)	application/pdf	unknown	read	tonin-bies-variable-thickness-cylinders
1BCGLL_vIgsrr8F5JXb5TTFEtI5CNvWK_	Increase in Cylinder Bore Distortion Due to Head Gasket Installation and Its Treatment (Udagawa & Ko 2008)	application/pdf	unknown	read	udagawa-ko-gasket-bore-distortion
1HIS3k4xgcRfluLa9o26kSgtZXRXV_kHi	Development of a Technique to Predict Oil Consumption with Consideration for Cylinder Deformation (Yamada et al. SAE 2003-01-0982)	application/pdf	unknown	read	yamada-oil-consumption-cylinder-deformation
19niK96_jkQvtDhWO59qqIZw0JRGD-87e	Distortion Optimization of Engine Cylinder Liner Using Spectrum Characterization and Parametric Analysis (Yang et al. 2016)	application/pdf	unknown	read	yang-li-yu-distortion-optimization-spectrum-2016
1iku8i1evvULjk6a1eUTbaD9Oh3pU2UQj	Three-Dimensional Analysis of Tribological Performance and Heat Transfer in Piston and Cylinder Liner System (Ye Xiaoming et al. ASME ICEF2003-735)	application/pdf	unknown	read	ye-xiaoming-3d-ring-liner-tribology-2003
13-vVdROQcjrjuypG0h9TvgUzcRoxy3T6	Distortion Inside a Piston Bore — Ring Conformability Bounds Comparison (Bardzimashvili et al. 2004) — DUPLICATE of 1hnGqQyOjfcHQzE6jyUI7cF3OLquT_HTs	application/pdf	unknown	skipped-duplicate	bardzimashvili-kelly-romelashvili-ring-conformability-bounds
108H3kthLpqZ5ov89EBYCBpLMuEWDajC2	Summary of Results of Development and Validation of Hot Honing System (McCormick & Meara SAE 2002-01-3299) — DUPLICATE of 1DPWYHTUwpnwYrg8dzRLozGaLBH4Mhe9K	application/pdf	unknown	skipped-duplicate	mccormick-hot-honing
1ctYvmPAGxBOe_AE0vLcxrwKDYiLLGhor	Cylinder Bore Distortion: A Look at Static and Dynamic Issues (Mavrigian 2010) — DUPLICATE of 1mqEDe5FGGvVkiRQcUHhohf3lhSB0lUDW	application/pdf	unknown	skipped-duplicate	mavrigian-bore-distortion-static-dynamic-2010
1mCsZEKUgcMMfm26CrjHPiHL2kJul31e3	Distortion Inside a Piston Bore — Ring Conformability Bounds Comparison (Bardzimashvili et al. 2004) — DUPLICATE of 1hnGqQyOjfcHQzE6jyUI7cF3OLquT_HTs	application/pdf	unknown	skipped-duplicate	bardzimashvili-kelly-romelashvili-ring-conformability-bounds
1l0OivKRw2Uk60x-g3ln7C0PXj_DPN3U5	Is it really the end of internal combustion engines and petroleum in transport? (Kalghatgi, Applied Energy 2018)	application/pdf	unknown	skipped-out-of-scope	-
