drive_file_id	title	mime_type	size_bytes	status	doc_slug_or_dash
1RejJNS6YVJJoHR1FOTO7gJgYC5je6jYt	Myint-U_Debnath-Linear_Partial_Differential_Equations_for_Scientists_and_Engineers.pdf	application/pdf	5153855	partial	linear-pde-myint-u
11rUNI6Lg49II9-Y5f0oW4AeOnWYqAx9P	advanced-engineering-mathematics-4th-ed-k-stroud(1).pdf	application/pdf	54452389	unreadable	stroud-advanced-engineering-mathematics
1U_O9E7ZkjQSMM-mr8jKaIzBU5yw7cway	Advanced Engineering Mathematics 10th Edition.pdf	application/pdf	22524929	partial	kreyszig-advanced-engineering-mathematics
1NxI-s-16qHO1nfTXy0dR8dpcQxXqVarl	MA132 - Foundations.pdf	application/pdf	794808	partial	ma132-foundations
1YgxgUrTVnURKYQRjxBnvTKGnf9xDiMu7	MA106 - Linear Algebra lecture notes.pdf	application/pdf	418233	partial	ma106-linear-algebra
1uEtyWk7Pj0XEXun498FHjKtm7OznPCqU	MA250_ln_20200331.pdf (Warwick Notes copy)	application/pdf	647041	skipped-duplicate	ma250-pde-warwick
16-T6j1X1ns5wIegnFT2_Y6YaXqFUwo8O	MA251 - Algebra I - Advanced Linear Algebra.pdf	application/pdf	1187472	partial	ma251-advanced-linear-algebra
1TZ8Kp0uL4jz_m6nVV46rexY5nTHQvETX	Pavel Grinfeld auth. Introduction to Tensor Analysis and the Calculus of Moving Surfaces.pdf	application/pdf	1996285	partial	grinfeld-tensor-analysis
1nZl_cKlagk_qSgvS7t0JG76hQkWkBpqG	Introduction to Tensor Calculus for General.pdf	application/pdf	254677	partial	tensor-calculus-general-relativity
1DL8k-mkM5NaHIcX43H5XmItYsK3XGIZA	DM_Talk_Summer_School_1_TENSORS.pdf	application/pdf	18969992	read	tensors-anisotropic-rocks
1MAxk0hu2cp6SbCtDEElvOqp50tKPgJx4	Functional and Structured Tensor Analysis for Engineers.pdf	application/pdf	3752180	partial	brannon-tensor-analysis
1gCEF9i73q4ZpUOT4QAH7cin3EqrH-ij2	Functional and Structured Tensor Analysis for Engineers - Brannon (UOU).pdf	application/pdf	3752180	skipped-duplicate	brannon-tensor-analysis-uou
1TTSDOUrnNkf8383asKBsRI6f8vHB512I	Vector and tensor mathematics.pdf	application/pdf	58019	read	vector-tensor-mathematics
1P9-KCTOlqNmmKPM_g9igRJOApybhfaxV	TENSORS_Handout4_6333.pdf	application/pdf	58856	read	tensors-handout-cbe6333
1ddimslfa26i7ykp0TfeSetTB1Zx-hDT6	Introduction to Tensor Calculus and Continuum Mechanics.pdf	application/pdf	77087	read	heinbockel-tensor-calculus
14kvpl7y7rZqQgmXAJS3VLygnNI7oNQpU	Part 1 - Introduction to tensor calculus.pdf	application/pdf	362514	read	heinbockel-tensor-calculus
1t2FNv5I5lL8SDww38Av9Prot7j-MaXSB	Part 1 - B - Introduction to tensor calculus.pdf	application/pdf	373595	read	heinbockel-tensor-calculus
1_YlbkBL1M9nkYJaZGgKn5kR8Yr7B-BcJ	Part 1.3 - Speciala tensors.pdf	application/pdf	604880	read	heinbockel-tensor-calculus
130kWWYtmvAOEpBjZM60BsFDJP0E_Mmtg	1.4 DERIVATIVE OF A TENSOR.pdf	application/pdf	249460	read	heinbockel-tensor-calculus
1C-lkk3OqsGd2fv3-XQYzbm316XBLupEy	1.5 DIFFERENTIAL GEOMETRY AND RELATIVITY.PDF	application/pdf	503736	read	heinbockel-tensor-calculus
1hlTfrT4Ru3Qr5D52riHFXeoVSeHM0UMl	PART 2 - INTRODUCTION TO CONTINUUM MECHANICS.PDF	application/pdf	214381	read	heinbockel-tensor-calculus
1gE7Z02bMsjIC3OTdZ_9rGbSHvZO75N10	2.2 DYNAMICS.PDF	application/pdf	332555	read	heinbockel-tensor-calculus
1LCjgy5yDCnUjpDZgqH_FTLZrI1CoyYYO	2.3 BASIC EQUATIONS OF CONTINUUM MECHANICS.PDF	application/pdf	406758	read	heinbockel-tensor-calculus
1_0p1d6gqUM1aXzbKWK67TUUzAXuV80fv	2.4 CONTINUUM MECHANICS (SOLIDS).PDF	application/pdf	446608	read	heinbockel-tensor-calculus
15DozhK3bw2PJJfBk1QvFOhJNl2k_7f5x	2.5 CONTINUUM MECHANICS (FLUIDS).PDF	application/pdf	592989	read	heinbockel-tensor-calculus
10_CSVi88cwwRGlx2hqUPszFmTiiTErjx	2.6 ELECTRIC AND MAGNETIC FIELDS.PDF	application/pdf	354627	read	heinbockel-tensor-calculus
1Sn9snKciAjf5C8GAgeEZs8_cwupSg83O	BIBLIOGRAPHY.PDF	application/pdf	152863	read	heinbockel-tensor-calculus
1cyzMSgXjwTaSa67Sc1mybG-8xxd3AMe2	INDEX.PDF	application/pdf	41526	read	heinbockel-tensor-calculus
